Unnamed: 0,Timestamp,SLPR7:Voltage A:Angle,SLPR7:Voltage B:Angle,SLPR7:Voltage C:Angle,RAICHUR 400 KV:Frequency,SLPR7:Frequency,Raichur-SLPR1(MVAR):Analog,SLPR-RACHR1 (MVAR):Analog,RACHR-SLPR1-7 Va:Voltage A:Magnitude,RACHR-SLPR1-7 Vb:Voltage B:Magnitude,RACHR-SLPR1-7 Vc:Voltage C:Magnitude,SLPR7:Voltage A:Magnitude,SLPR7:Voltage B:Magnitude,SLPR7:Voltage C:Magnitude,Raichur-SLPR1(MW):Analog,SLPR-RACHR1 (MW):Analog,anomaly,deviation
21309,2014/12/20 05:44:07.880,-19.0809,-139.6944,100.2834,49.9577,49.9575,-18300966.0,-233460576.0,443358.4688,445530.0313,442011.0625,432128.4375,433085.125,431339.5,-195489808.0,196071168.0,1,27.385611200142108
21307,2014/12/20 05:44:07.800,-17.8585,-138.4736,101.5042,49.9577,49.9576,-18142908.0,-233630640.0,443345.4375,445520.125,441993.2188,432126.0313,433085.2188,431328.3125,-196496416.0,196465840.0,1,27.37317994268244
21369,2014/12/20 05:44:10.280,-55.8082,-176.4199,63.5544,49.9586,49.9588,-16837254.0,-235352816.0,443183.75,445353.25,441841.4063,431880.125,432821.0625,431074.4375,-206348384.0,207373280.0,1,27.37224384638823
21308,2014/12/20 05:44:07.840,-18.4709,-139.0854,100.8931,49.9578,49.9575,-18179952.0,-233524784.0,443352.0938,445523.0313,442001.9375,432135.7813,433088.875,431338.9063,-196425344.0,196327840.0,1,27.34785301733676
21306,2014/12/20 05:44:07.760,-17.2511,-137.8663,102.1115,49.9577,49.9577,-18188358.0,-233791152.0,443334.375,445515.9063,441985.1875,432106.5313,433066.0625,431308.625,-196162704.0,196475040.0,1,27.321564433626918
21285,2014/12/20 05:44:06.920,-4.4621,-125.0774,114.8997,49.9574,49.9573,-16096300.0,-235239776.0,443284.1875,445457.4375,441930.7188,431989.9063,432941.0938,431182.9375,-197939936.0,200448160.0,1,27.20457344375018
21305,2014/12/20 05:44:07.720,-16.6408,-137.2559,102.7221,49.9577,49.9577,-18047730.0,-233969792.0,443324.75,445509.625,441979.375,432091.0313,433048.0625,431293.4375,-195730880.0,196507552.0,1,27.187675957173862
21286,2014/12/20 05:44:06.960,-5.0782,-125.6921,114.2848,49.9574,49.9573,-16011256.0,-235228208.0,443287.0625,445459.1563,441937.5313,431989.6875,432938.3125,431191.625,-197391776.0,200281920.0,1,27.04712624983967
21304,2014/12/20 05:44:07.680,-16.0346,-136.6489,103.3295,49.9576,49.9577,-17676378.0,-234181296.0,443316.0625,445501.9688,441976.4375,432073.7813,433023.9375,431279.5,-195482496.0,196629872.0,1,27.02593623547322
21370,2014/12/20 05:44:10.320,-56.3986,-177.0101,62.9625,49.9589,49.9588,-16815912.0,-235323440.0,443187.8438,445361.7188,441849.9063,431881.1875,432836.875,431083.7813,-206223648.0,207433008.0,1,26.99731115923122
21287,2014/12/20 05:44:07.000,-5.6915,-126.3041,113.6726,49.9575,49.9574,-15825933.0,-235143968.0,443289.375,445455.8438,441942.75,431993.0938,432939.125,431203.3125,-197225856.0,200088864.0,1,26.940092568370282
21303,2014/12/20 05:44:07.640,-15.4215,-136.0348,103.9438,49.9578,49.9577,-17155902.0,-234316496.0,443311.4063,445498.0,441976.4688,432061.0,433004.5,431269.75,-195441232.0,196715152.0,1,26.933377526898514
21288,2014/12/20 05:44:07.040,-6.3033,-126.9153,113.0627,49.9576,49.9575,-15318690.0,-235026576.0,443290.6875,445450.875,441946.375,431999.7188,432932.375,431206.6875,-197042848.0,199825616.0,1,26.88237934365347
21302,2014/12/20 05:44:07.600,-14.8155,-135.4289,104.5479,49.9579,49.9577,-16524366.0,-234380352.0,443308.625,445496.0938,441977.625,432050.0313,433010.0,431266.1875,-195295856.0,196710416.0,1,26.874777613750144
21289,2014/12/20 05:44:07.080,-6.9166,-127.529,112.4498,49.9576,49.9576,-15375066.0,-234945920.0,443294.8125,445446.4063,441948.3125,432002.625,432930.5938,431204.9063,-196934896.0,199544368.0,1,26.821886363158374
21301,2014/12/20 05:44:07.560,-14.2045,-134.817,105.1577,49.958,49.9578,-16662555.0,-234465200.0,443305.0625,445492.8438,441978.0938,432042.0,433017.3438,431269.875,-195419216.0,196741696.0,1,26.816115751990576
21290,2014/12/20 05:44:07.120,-7.5296,-128.1414,111.8367,49.9577,49.9577,-15718410.0,-234912272.0,443298.1875,445447.5313,441951.625,432006.4063,432939.6875,431214.8125,-196976240.0,199183984.0,1,26.7604829265734
21371,2014/12/20 05:44:10.360,-56.992,-177.6034,62.3684,49.9588,49.9588,-16768614.0,-235277568.0,443193.0,445370.5938,441855.9063,431888.1563,432849.125,431094.875,-206133792.0,207368464.0,1,26.699091275023164
21300,2014/12/20 05:44:07.520,-13.6017,-134.2135,105.7616,49.9581,49.9579,-16930456.0,-234598240.0,443301.5938,445483.9063,441972.9375,432033.3438,433000.625,431261.1563,-195835792.0,196919072.0,1,26.68693532163026
21291,2014/12/20 05:44:07.160,-8.1349,-128.7468,111.2312,49.9579,49.9578,-16327863.0,-234964128.0,443302.5313,445451.25,441954.4375,432000.25,432936.3438,431209.7813,-197241984.0,198774064.0,1,26.63037631319139
21166,2014/12/20 05:44:02.160,69.381,-51.231,-171.2507,49.9556,49.9555,-19641036.0,-231986624.0,443442.75,445599.3125,442122.625,432283.0,433231.6875,431504.5625,-187400592.0,189623376.0,1,26.517996433644754
21299,2014/12/20 05:44:07.480,-12.9939,-133.6068,106.371,49.9581,49.9579,-17192176.0,-234687120.0,443295.9063,445471.4063,441963.4688,432020.4688,432967.2188,431232.7188,-196166704.0,197097168.0,1,26.494732168490692
21372,2014/12/20 05:44:10.400,-57.584,-178.1958,61.7767,49.9587,49.9589,-16421634.0,-235238336.0,443203.375,445378.375,441860.8438,431905.5313,432862.125,431107.9063,-205838912.0,207264656.0,1,26.477897879642963
21292,2014/12/20 05:44:07.200,-8.7438,-129.3571,110.6207,49.958,49.9578,-16775502.0,-234983344.0,443304.5,445458.1875,441957.75,431999.9688,432945.125,431207.2813,-197380064.0,198442800.0,1,26.456036228883043
21167,2014/12/20 05:44:02.200,68.7368,-51.8752,-171.8942,49.9556,49.9555,-19986486.0,-232014128.0,443438.2813,445594.8438,442118.375,432277.5938,433220.0,431495.3438,-187745408.0,189609040.0,1,26.44789545092479
21165,2014/12/20 05:44:02.120,70.0187,-50.5943,-170.6149,49.9555,49.9555,-19485522.0,-231965488.0,443444.9063,445603.3438,442123.25,432289.5313,433249.4375,431509.875,-187599968.0,189579872.0,1,26.423388970080367
21161,2014/12/20 05:44:01.960,72.5847,-48.0283,-168.0488,49.955,49.9553,-21154062.0,-232050064.0,443455.875,445623.0313,442135.5938,432295.2188,433255.7188,431518.1563,-187525504.0,188968048.0,1,26.381198235119783
21160,2014/12/20 05:44:01.920,73.2277,-47.3863,-167.4065,49.955,49.9553,-21101190.0,-232176768.0,443465.1563,445638.625,442144.3438,432305.5,433268.5625,431524.375,-186701888.0,188708800.0,1,26.37455626480151
21162,2014/12/20 05:44:02.000,71.9389,-48.6738,-168.6937,49.9552,49.9554,-20792142.0,-231947312.0,443448.3125,445610.875,442128.0313,432286.2813,433239.9375,431506.0938,-188167424.0,189262720.0,1,26.364354126530372
21159,2014/12/20 05:44:01.880,73.8739,-46.7408,-166.7611,49.9551,49.9553,-20953626.0,-232206496.0,443473.6875,445653.3438,442152.4688,432313.5625,433278.5,431530.25,-185620016.0,188458032.0,1,26.340173852867974
21298,2014/12/20 05:44:07.440,-12.3876,-133.0006,106.9783,49.9579,49.9579,-16930578.0,-234791024.0,443290.5938,445460.6875,441955.5313,432009.7188,432946.625,431216.0,-196329392.0,197277856.0,1,26.3302031977987
21164,2014/12/20 05:44:02.080,70.6583,-49.9548,-169.9749,49.9553,49.9555,-19607496.0,-231943968.0,443444.4063,445603.3125,442122.75,432290.5625,433244.7813,431509.3438,-187962672.0,189588096.0,1,26.318439168876296
21163,2014/12/20 05:44:02.040,71.2979,-49.3145,-169.3344,49.9553,49.9555,-20149458.0,-231933888.0,443444.7188,445604.6875,442123.8125,432283.6563,433233.6563,431503.8438,-188235088.0,189503168.0,1,26.312861391247317
21168,2014/12/20 05:44:02.240,68.0957,-52.517,-172.5364,49.9557,49.9555,-20535882.0,-232019008.0,443432.1875,445590.4063,442111.8438,432265.5313,433214.6563,431483.2813,-188006256.0,189537584.0,1,26.308845493867366
21158,2014/12/20 05:44:01.840,74.5129,-46.1018,-166.1233,49.9552,49.9553,-20714520.0,-232224928.0,443480.4688,445665.0,442160.3438,432321.25,433297.4688,431545.375,-185099584.0,188091184.0,1,26.305679130799753
21293,2014/12/20 05:44:07.240,-9.3478,-129.9612,110.0157,49.958,49.9578,-16776273.0,-234887216.0,443304.3438,445463.1563,441963.75,432010.0938,432964.4063,431221.3438,-197246816.0,198215008.0,1,26.300373022159754
21373,2014/12/20 05:44:10.440,-58.1748,-178.788,61.1868,49.9589,49.959,-15747366.0,-235304512.0,443215.8438,445385.2188,441864.3438,431918.2813,432861.875,431106.75,-205389168.0,207006464.0,1,26.293160341716693
21169,2014/12/20 05:44:02.280,67.4524,-53.1611,-173.1806,49.9556,49.9556,-20989854.0,-231949712.0,443427.7188,445592.0938,442105.375,432258.5313,433212.0625,431472.2813,-188293568.0,189525872.0,1,26.25650473135177
21170,2014/12/20 05:44:02.320,66.8168,-53.7979,-173.8177,49.9554,49.9556,-20989680.0,-231896080.0,443426.25,445595.0313,442101.875,432263.75,433224.3438,431473.2813,-187754768.0,189536320.0,1,26.223592532236417
21297,2014/12/20 05:44:07.400,-11.7814,-132.3941,107.5841,49.9579,49.9579,-16531593.0,-234920304.0,443286.7813,445457.1875,441953.7813,431998.125,432939.7813,431207.5938,-196131088.0,197445616.0,1,26.17082302920058
21294,2014/12/20 05:44:07.280,-9.9551,-130.5671,109.4089,49.9581,49.9578,-16721388.0,-234892304.0,443299.2188,445463.2188,441965.7813,432007.1875,432964.0313,431228.875,-196721600.0,198102896.0,1,26.15068676630183
21295,2014/12/20 05:44:07.320,-10.5662,-131.1768,108.7994,49.9581,49.9578,-16453947.0,-234963824.0,443293.0938,445461.7813,441965.4063,432000.7813,432951.7188,431227.8438,-196304672.0,197864784.0,1,26.10348420765711
21296,2014/12/20 05:44:07.360,-11.1767,-131.7882,108.1891,49.958,49.9578,-16422795.0,-234968640.0,443288.2188,445457.4375,441957.875,431995.0,432939.4375,431214.0,-195971664.0,197588176.0,1,26.102974668632243
21374,2014/12/20 05:44:10.480,-58.7665,-179.38,60.5962,49.9592,49.9591,-15382002.0,-235334400.0,443228.5,445391.5,441873.1563,431935.0313,432867.7188,431117.0,-205178080.0,206557152.0,1,26.046512659260486
21171,2014/12/20 05:44:02.360,66.1765,-54.4379,-174.4575,49.9554,49.9557,-20690382.0,-231939072.0,443428.7188,445596.8125,442103.5,432273.5313,433231.5938,431484.5938,-187191568.0,189494096.0,1,26.036931460408955
21172,2014/12/20 05:44:02.400,65.54,-55.0735,-175.0926,49.9556,49.9557,-20200908.0,-231977456.0,443433.5938,445596.8438,442106.3438,432278.2813,433227.0625,431492.0,-186551936.0,189395648.0,1,25.784912640964052
21375,2014/12/20 05:44:10.520,-59.3531,-179.9652,60.0097,49.9595,49.9591,-15402804.0,-235241232.0,443238.625,445399.8125,441885.6875,431941.7188,432881.0313,431135.7188,-205145792.0,206151360.0,1,25.77567103212163
21173,2014/12/20 05:44:02.440,64.9032,-55.7096,-175.7281,49.9558,49.9558,-20107686.0,-232019584.0,443439.8125,445596.4688,442110.8125,432282.5313,433222.3125,431496.4688,-186362256.0,189324272.0,1,25.50565258029653
21376,2014/12/20 05:44:10.560,-59.9466,179.4418,59.415,49.9595,49.9592,-15726012.0,-235235120.0,443246.1875,445410.9688,441897.0938,431939.8125,432893.0,431144.7813,-205122480.0,205850272.0,1,25.468894545267673
21192,2014/12/20 05:44:03.200,52.9538,-67.6614,172.3195,49.957,49.957,-19635678.0,-232713200.0,443442.75,445618.25,442109.9375,432242.6875,433195.25,431443.9063,-190778528.0,192460208.0,1,25.314811623571195
21191,2014/12/20 05:44:03.160,53.5744,-67.04,172.94,49.9569,49.9569,-19750422.0,-232820352.0,443447.0625,445620.3438,442117.3438,432257.8125,433212.4688,431464.875,-190757136.0,192593056.0,1,25.293434103802703
21193,2014/12/20 05:44:03.240,52.3324,-68.2817,171.698,49.957,49.957,-19940382.0,-232547856.0,443441.0625,445618.0938,442107.0,432249.5313,433205.9063,431459.0,-190812640.0,192406080.0,1,25.250442407863595
21174,2014/12/20 05:44:02.480,64.2679,-56.3452,-176.3625,49.9559,49.9559,-20037252.0,-232138112.0,443445.875,445598.9063,442112.25,432283.4375,433214.7813,431492.3125,-186519328.0,189205904.0,1,25.21983655221564
21190,2014/12/20 05:44:03.120,54.1916,-66.4227,173.5561,49.9566,49.9569,-20001108.0,-232868032.0,443451.375,445624.375,442123.5313,432268.7813,433231.5,431481.25,-190616320.0,192698352.0,1,25.194148841298997
21377,2014/12/20 05:44:10.600,-60.5326,178.8549,58.8288,49.9594,49.9592,-16038504.0,-235290256.0,443253.6563,445423.6875,441906.5,431954.8125,432907.875,431155.25,-204674624.0,205312624.0,1,25.18077673220096
21194,2014/12/20 05:44:03.280,51.7148,-68.8984,171.0801,49.9571,49.957,-20395386.0,-232448912.0,443441.1875,445617.1875,442111.6563,432267.0625,433228.6875,431483.7188,-190617664.0,192268720.0,1,25.162912224523637
21200,2014/12/20 05:44:03.520,48.0121,-72.6007,167.3785,49.9576,49.9572,-21099888.0,-232058144.0,443518.625,445687.3438,442199.5,432363.0313,433323.625,431586.1563,-188929488.0,190032432.0,1,25.119724800311893
21199,2014/12/20 05:44:03.480,48.6266,-71.9853,167.9944,49.9574,49.9572,-20706924.0,-232055136.0,443496.6875,445665.7188,442180.875,432341.875,433293.3438,431565.3125,-189527872.0,190577360.0,1,25.098327871623958
21195,2014/12/20 05:44:03.320,51.0955,-69.5166,170.4602,49.9571,49.957,-20828106.0,-232362368.0,443439.4375,445617.5313,442122.2813,432255.5938,433229.125,431484.4688,-190392480.0,192123424.0,1,25.091878958272346
21198,2014/12/20 05:44:03.440,49.2424,-71.3679,168.6109,49.9572,49.9572,-20487534.0,-232089392.0,443472.875,445643.0,442164.4375,432314.25,433264.6563,431546.375,-189684816.0,191128416.0,1,25.071220575551514
21196,2014/12/20 05:44:03.360,50.4753,-70.1352,169.8414,49.957,49.957,-20814924.0,-232272304.0,443442.2813,445617.4688,442134.6875,432247.8438,433219.0625,431486.2188,-190032960.0,191931808.0,1,25.033747864979322
21189,2014/12/20 05:44:03.080,54.8145,-65.7999,174.1795,49.9565,49.9568,-20431116.0,-232903664.0,443453.6875,445627.8125,442123.25,432262.8438,433220.6563,431471.4688,-190654416.0,192574880.0,1,25.0282373104818
21197,2014/12/20 05:44:03.400,49.8611,-70.7491,169.2287,49.9571,49.9571,-20676486.0,-232209184.0,443452.5625,445627.2188,442149.125,432278.75,433237.6875,431514.5938,-189813024.0,191614224.0,1,25.021862203127338
21175,2014/12/20 05:44:02.520,63.6331,-56.9809,-176.9985,49.9561,49.9559,-19964874.0,-232265008.0,443449.0625,445604.1563,442115.1563,432282.0,433220.5,431488.5938,-186827296.0,189127936.0,1,24.963245599745594
21378,2014/12/20 05:44:10.640,-61.1137,178.2727,58.2473,49.9595,49.9593,-16060866.0,-235204720.0,443259.3125,445434.5625,441911.3125,431969.8125,432923.0625,431164.6563,-203823200.0,204602464.0,1,24.90686006109261
21188,2014/12/20 05:44:03.040,55.435,-65.1794,174.8007,49.9565,49.9567,-20371596.0,-232918032.0,443453.4063,445627.6875,442120.7188,432256.1563,433208.1875,431461.875,-190680096.0,192441600.0,1,24.87521405536588
21187,2014/12/20 05:44:03.000,56.0601,-64.5557,175.4252,49.9563,49.9566,-20087160.0,-232890512.0,443452.9375,445630.625,442115.8438,432261.0625,433213.0625,431459.375,-190873088.0,192404080.0,1,24.75689385204933
21176,2014/12/20 05:44:02.560,63.0003,-57.615,-177.633,49.956,49.9559,-19740390.0,-232396624.0,443453.1875,445609.5313,442115.5938,432280.2813,433227.9688,431483.4375,-187353872.0,189192736.0,1,24.728608679129692
21379,2014/12/20 05:44:10.680,-61.7039,177.6826,57.6565,49.9597,49.9593,-15761112.0,-235103328.0,443262.0313,445440.0313,441917.9375,431977.4063,432937.5938,431177.5313,-202893456.0,204071840.0,1,24.67667030971922
21186,2014/12/20 05:44:02.960,56.6891,-63.9277,176.0534,49.9561,49.9565,-19692114.0,-232807280.0,443454.125,445632.2188,442112.375,432268.375,433223.2188,431463.0625,-190647968.0,192324096.0,1,24.656294065394206
21177,2014/12/20 05:44:02.600,62.3608,-58.2551,-178.2728,49.9558,49.9559,-19246890.0,-232561920.0,443455.0313,445614.0625,442118.5313,432275.4688,433221.25,431474.25,-187711680.0,189324048.0,1,24.58838715514138
21179,2014/12/20 05:44:02.680,61.0984,-59.5168,-179.5354,49.9556,49.9561,-18794406.0,-232617392.0,443458.3125,445619.5,442122.2813,432289.5313,433237.0938,431494.0313,-188593376.0,189861792.0,1,24.55497484103318
21178,2014/12/20 05:44:02.640,61.7303,-58.8853,-178.9029,49.9557,49.956,-18825792.0,-232633904.0,443458.4688,445616.6563,442120.5,432284.375,433226.3125,431483.0,-188242400.0,189540768.0,1,24.553125079171785
21180,2014/12/20 05:44:02.720,60.4672,-60.1475,179.8328,49.9557,49.9561,-19118628.0,-232546128.0,443458.0313,445621.25,442120.3438,432285.6563,433240.9688,431496.125,-189013296.0,190227424.0,1,24.53283216851454
21185,2014/12/20 05:44:02.920,57.3147,-63.3026,176.6775,49.956,49.9565,-19727022.0,-232694048.0,443453.75,445635.8125,442109.125,432269.375,433235.5,431465.7813,-190257344.0,192082064.0,1,24.52046259526457
21181,2014/12/20 05:44:02.760,59.8312,-60.7847,179.1967,49.9558,49.9561,-19596174.0,-232449792.0,443455.375,445624.5,442116.7188,432290.8438,433241.3438,431491.4688,-188846256.0,190538560.0,1,24.45272151491926
21184,2014/12/20 05:44:02.880,57.9431,-62.6741,177.3055,49.9559,49.9564,-19907910.0,-232633216.0,443453.7188,445634.5938,442107.0938,432270.1875,433241.625,431469.7188,-189414816.0,191701008.0,1,24.442556698992924
21183,2014/12/20 05:44:02.840,58.5669,-62.0498,177.9307,49.9558,49.9563,-20096766.0,-232564240.0,443452.6563,445631.9063,442108.7813,432278.125,433238.2813,431477.4688,-188848896.0,191259088.0,1,24.4257905763941
21182,2014/12/20 05:44:02.800,59.2017,-61.4152,178.5667,49.9557,49.9562,-19899354.0,-232470160.0,443454.4688,445627.125,442111.0625,432289.5938,433238.5313,431482.5625,-188732752.0,190853088.0,1,24.423872864387153
21380,2014/12/20 05:44:10.720,-62.2894,177.099,57.0722,49.9597,49.9594,-15567642.0,-235029696.0,443261.375,445440.4688,441924.4688,431978.875,432938.9688,431191.5625,-202063520.0,203569760.0,1,24.41707562505949
21381,2014/12/20 05:44:10.760,-62.8732,176.5162,56.4889,49.9597,49.9595,-15456774.0,-234942512.0,443260.375,445439.6563,441929.9688,431975.4375,432936.9063,431195.6875,-201685776.0,203072112.0,1,24.129556599750018
21382,2014/12/20 05:44:10.800,-63.4554,175.9339,55.9068,49.9599,49.9596,-15926652.0,-234901024.0,443264.0625,445442.125,441935.9375,431979.4688,432940.625,431199.1875,-201263968.0,202546336.0,1,23.962404173270755
21383,2014/12/20 05:44:10.840,-64.0385,175.3511,55.3242,49.96,49.9597,-16106406.0,-234895456.0,443272.5625,445447.5313,441942.5625,431982.3125,432943.5938,431205.9063,-200672816.0,201892000.0,1,23.94619210523908
21384,2014/12/20 05:44:10.880,-64.6141,174.7759,54.7488,49.9601,49.9598,-16477044.0,-234916720.0,443285.375,445456.9063,441951.9375,431986.1875,432949.6563,431213.0938,-199728128.0,201229456.0,1,23.911946501118894
21466,2014/12/20 05:44:14.160,-112.9198,126.4674,6.4473,49.9586,49.9589,-21503256.0,-231823152.0,443505.75,445660.7813,442167.0313,432325.1875,433292.8125,431559.5313,-183614400.0,184582832.0,1,23.81526354886553
21385,2014/12/20 05:44:10.920,-65.1925,174.1963,54.1706,49.9602,49.96,-16312614.0,-234945104.0,443300.5313,445469.1563,441961.9063,432000.6875,432959.1875,431219.1875,-198627680.0,200556592.0,1,23.807018413947233
21468,2014/12/20 05:44:14.240,-114.0976,125.2886,5.2686,49.9591,49.9593,-22270494.0,-231957360.0,443510.4063,445677.0938,442167.5,432330.6563,433302.5938,431561.25,-184160416.0,184851488.0,1,23.672300481533405
21386,2014/12/20 05:44:10.960,-65.7692,173.618,53.594,49.9603,49.96,-16608852.0,-234919776.0,443314.4063,445480.75,441969.7188,432022.5313,432973.4063,431228.9688,-197987776.0,199846144.0,1,23.628435224550856
21469,2014/12/20 05:44:14.280,-114.6855,124.6995,4.68,49.9593,49.9594,-21943566.0,-231947104.0,443514.5938,445684.375,442167.6875,432341.4375,433313.2813,431563.5625,-183948512.0,184883712.0,1,23.568687550465445
21387,2014/12/20 05:44:11.000,-66.3424,173.0442,53.0207,49.9604,49.9601,-16752594.0,-234836656.0,443325.3438,445489.2813,441976.875,432039.3125,432990.9375,431243.4375,-197711696.0,199214768.0,1,23.528120707224296
21388,2014/12/20 05:44:11.040,-66.92,172.4673,52.4436,49.9606,49.9601,-17077200.0,-234768368.0,443331.75,445493.5625,441983.0938,432040.2813,432993.5,431250.0625,-197460416.0,198657600.0,1,23.48161593622917
21470,2014/12/20 05:44:14.320,-115.2705,124.1134,4.0947,49.9593,49.9595,-21520470.0,-231923248.0,443516.5313,445686.3125,442166.4688,432352.125,433321.7188,431566.3125,-183596896.0,184976832.0,1,23.422517615254044
21389,2014/12/20 05:44:11.080,-67.495,171.8933,51.869,49.9604,49.9602,-17250582.0,-234656208.0,443335.8438,445500.0938,441991.9063,432044.25,432998.6563,431261.5313,-197072160.0,198057760.0,1,23.399190903787428
21390,2014/12/20 05:44:11.120,-68.0667,171.3221,51.2967,49.9604,49.9603,-17457212.0,-234451248.0,443339.5313,445510.7813,442001.875,432052.5625,433017.5313,431278.5938,-196396432.0,197500880.0,1,23.328253074726632
21392,2014/12/20 05:44:11.200,-69.2035,170.1843,50.1588,49.9607,49.9605,-17564372.0,-234060816.0,443352.4063,445545.0938,442025.4375,432092.0,433066.6875,431317.3125,-194982640.0,196548080.0,1,23.316537136634736
21471,2014/12/20 05:44:14.360,-115.8528,123.5314,3.5127,49.9593,49.9595,-21135054.0,-231984720.0,443514.875,445682.4688,442164.0313,432347.4688,433313.8438,431561.375,-183291824.0,184887344.0,1,23.306395093954386
21391,2014/12/20 05:44:11.160,-68.6353,170.753,50.7277,49.9606,49.9604,-17630216.0,-234227440.0,443345.2188,445525.9063,442013.0,432071.9375,433040.625,431296.5938,-195810000.0,197058032.0,1,23.296761218781832
21393,2014/12/20 05:44:11.240,-69.7746,169.6134,49.5861,49.9608,49.9605,-17247080.0,-233937488.0,443362.9688,445565.8438,442038.4688,432098.75,433090.4063,431335.0313,-194264480.0,195875616.0,1,23.275074350261185
21472,2014/12/20 05:44:14.400,-116.4292,122.9568,2.9368,49.9597,49.9596,-21040158.0,-232054224.0,443510.4063,445674.9375,442163.0313,432326.0625,433292.4688,431550.5938,-183179680.0,184633696.0,1,23.21927970722136
21394,2014/12/20 05:44:11.280,-70.3432,169.0445,49.0167,49.9609,49.9606,-17035972.0,-233782816.0,443381.4375,445589.0938,442054.2813,432118.0,433119.7813,431357.5938,-193293088.0,195270672.0,1,23.154950241677213
21473,2014/12/20 05:44:14.440,-117.0157,122.3715,2.3505,49.9599,49.9597,-21089868.0,-232090368.0,443507.4375,445667.7188,442165.3438,432316.375,433284.0938,431547.2813,-183235008.0,184502784.0,1,23.126969739544144
21395,2014/12/20 05:44:11.320,-70.9107,168.475,48.4493,49.9609,49.9606,-17037012.0,-233619632.0,443405.3125,445612.9063,442072.0313,432162.9688,433156.4063,431386.625,-192784016.0,194810512.0,1,23.00309018008137
21474,2014/12/20 05:44:14.480,-117.5954,121.7922,1.7706,49.9598,49.9599,-21065394.0,-232056080.0,443508.0313,445665.4375,442173.6563,432324.2813,433296.3125,431560.0,-183643744.0,184531072.0,1,22.986404508231995
21396,2014/12/20 05:44:11.360,-71.4789,167.9057,47.8811,49.9609,49.9605,-17511952.0,-233513888.0,443430.6563,445635.25,442091.25,432205.625,433195.7188,431422.4688,-192140368.0,194323280.0,1,22.90037177166458
21397,2014/12/20 05:44:11.400,-72.0427,167.3434,47.3183,49.9609,49.9604,-17817432.0,-233355408.0,443450.6563,445652.5938,442112.2188,432231.2188,433220.4063,431457.5938,-191830800.0,193771328.0,1,22.829356081836906
21398,2014/12/20 05:44:11.440,-72.6145,166.7728,46.7484,49.9608,49.9603,-17965784.0,-233179824.0,443465.875,445667.125,442133.3438,432248.4063,433227.7188,431478.625,-191521664.0,193210496.0,1,22.771015479255734
21399,2014/12/20 05:44:11.480,-73.1893,166.1984,46.1733,49.9608,49.9603,-17795368.0,-233130592.0,443478.375,445678.75,442154.9063,432261.9063,433246.9063,431498.625,-190961056.0,192592400.0,1,22.749804531096252
21400,2014/12/20 05:44:11.520,-73.7609,165.628,45.6009,49.9607,49.9603,-18136668.0,-233102864.0,443493.4688,445689.0313,442177.3438,432275.0938,433273.7813,431526.75,-190285600.0,191913120.0,1,22.72875502273916
21401,2014/12/20 05:44:11.560,-74.3323,165.0579,45.0315,49.9607,49.9603,-18884324.0,-232964448.0,443511.5313,445696.9063,442198.125,432294.0938,433284.5,431551.0313,-189189728.0,191227008.0,1,22.718746187877976
21403,2014/12/20 05:44:11.640,-75.473,163.9173,43.894,49.961,49.9604,-20055194.0,-232807744.0,443552.8438,445726.0938,442238.7813,432354.5625,433320.4688,431602.4063,-187857136.0,189473776.0,1,22.70863771723875
21402,2014/12/20 05:44:11.600,-74.9083,164.4822,44.4581,49.9607,49.9603,-19827648.0,-232852624.0,443532.5625,445708.2188,442219.4688,432323.3125,433293.8125,431572.6875,-188461360.0,190426016.0,1,22.68596922115565
21476,2014/12/20 05:44:14.560,-118.7455,120.6445,0.6222,49.9601,49.9602,-20808168.0,-231988784.0,443518.125,445672.1875,442190.0938,432346.3125,433313.2813,431596.0313,-184274752.0,184402576.0,1,22.524067713759358
21477,2014/12/20 05:44:14.600,-119.3169,120.0713,0.0508,49.9604,49.9603,-20822880.0,-232017472.0,443524.1875,445676.1563,442191.4688,432349.5938,433309.2813,431583.375,-184290400.0,184312256.0,1,22.27833947923621
21478,2014/12/20 05:44:14.640,-119.8884,119.499,-0.5222,49.9604,49.9604,-20991306.0,-232050512.0,443530.9375,445681.3438,442188.9375,432350.5625,433319.125,431585.2813,-184098128.0,184149296.0,1,22.05155908371917
